Class,Subclass,SubclassCategory,Commands,Response,Label,Subclass_Label_Category
Bike,Cloud,Traffic/Maps,Help me plan a road trip with multiple stops,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Calculate estimated arrival times from location x to y,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Is it possible to customize my route to avoid tolls or highways?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,"Using Google Maps show me nearby restaurants, gas stations, and other points of interest",Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Please  share me your real-time location using maps,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Show me directions from location X to Y ,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Show me directions from location Hyderabad to chennai ,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Go to Specific Location,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,go to delhi through hyderabad,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,go to x through y,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Go to delhi/punjab/hyderabad/kashmir,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,How to reach to a specific Location,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Can I see the traffic conditions on my route?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Set multiple destinations for a road trip,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,How do I find information about local events or attractions?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Are there any road closures or construction sites along my route?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,How do I get from [start location] to [end location]?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,"What's the fastest route to [destination]? (like Delhi , Hyderabad )",Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What's the most scenic route to [destination]?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,"What are the traffic conditions on [road name] right now?(including accidents, construction)",Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Are there any road closures on [route] today?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,How long will it take to get to [destination] by [mode of transport]?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Where is the nearest bus stop/train station/subway station?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps, What are the departure and arrival times for public transport to [destination]?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Where is the nearest [gas station/ATM/restaurant/grocery store/hospital] near me?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What are the opening hours of [business name] at [address]?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What are the reviews for [restaurant name]?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Is [business name] open right now?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Please check nearby tyre-repair/repair shops?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Where is the nearest [hotel/restaurant/motel/café/eatery] near me?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Where can I park near [location]? (paid or free specific lot availability),Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,"Where can I find [specific type of parking] (e.g. handicap accessible , electric vehicle charging)?",Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What's my current location?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What is the address of this place? (referring to current location),Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Show me [landmark/building name] on the map.,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Search for [business name/type of place] near me.,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What cities/towns/landmarks are within a [distance] radius of here?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Can you show me alternate routes to [destination] considering traffic conditions?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What is the distance between [start location] and [end location] along different routes?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What are the different ways to get to [destination] by public transport?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Is there a train station at [location]?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,How much does it cost to take a taxi from here to [destination]? (estimate),Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Are there any tolls on the way to [destination]?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Show me historical landmarks near me,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Find walking/biking trails near me.,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What's the nearest public restroom?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Explore places to eat around,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,go to near by tvs showroom ,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What's the most scenic route to [destination] avoiding highways,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,go to nearby hospital,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,go to kolkata/USA/Australia/germany/UK/china/japan,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,go to near by railway station,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What's the fastest route to [destination] at [time of day] rush hour,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What's the most fuel-efficient route to [destination]?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Are there any detours on [route] today?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,"How long will it take to get to [destination] by [mode of transport] during [time of day]? (e.g., weekday afternoon)",Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What are the departure and arrival times for the next [public transport type] to [destination]?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Where is the nearest [gas station/ATM/restaurant/grocery store/hospital/pharmacy/rest area] open now?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What are the parking rates at [location]?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Find [landmark/building name] on the map and show opening hours/information,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,"Search for [business name/type of place] with specific features (e.g., drive-thru, open 24 hours, with outdoor seating)",Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Search for events happening near me today/this weekend.,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Find [type of business] with high ratings near me.,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Where can I find [specific service] near me ?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,"Find places offering [promotion/discount] near me (e.g., happy hour, student discount).",Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,"Show me [type of place] nearby. (e.g., museums, parks, historical sites,library, community center)",Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What is the elevation at this location?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What are the different ways to get to [destination] using a combination of transport options (e.g public transport)?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,"Is there a [specific type of public transport station] at [location]? (e.g., subway station accepting bicycles)",Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What are the rest stops along the way on [route]?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Is there any accident on the route to Destination/Location/Place?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Please check nearby mechanic shop?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Where is the shortest route to Destination/Location/Place?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,"What is the typical traffic pattern on [road name] at [time of day] / 6 AM/ 6 PM/ 11 AM / 11 PM? or (e.g., morning rush hour, weekend evenings)",Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Can you show me traffic conditions along my route in real-time?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,"Considering live traffic, will taking [alternate route] save me time compared to the original route?",Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What is the expected traffic delay on [highway name] due to the reported accident?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Is there a way to avoid toll roads on my route?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Can you suggest a route with the least amount of traffic lights?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What is the most fuel-efficient route considering current traffic conditions?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What is the most scenic route considering both distance and traffic?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Are there any upcoming road closures along my route?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Can you show me historical traffic data for [road name] for the past week?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What is the next arrival time for the [public transport type] to [destination] from the nearest stop? (real-time),Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Is there a fast-charging option available nearby?,"Yes, there's a fast-charging option available at [location].",1,3
Bike,Cloud,Traffic/Maps,What is the most accessible public transport route to [destination] for people with disabilities?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Find pet-friendly rest stops along my route,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Can you help me find a bike rental agency near my destination?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What is the elevation profile of this hiking trail?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,"What are the parking regulations at my destination (e.g., permit required, metered parking)?",Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Can the map integrate with ride-sharing apps to book a ride directly?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Can the map connect with a fitness tracker to show progress on a running/cycling route?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Is traffic bad right now?(unclear location),Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,My bike breaks down on the highway. Can you help me find the nearest tow bike service station?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Display real-time parking availability at specific locations?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,go to near by temple,,1,3
Bike,Cloud,Traffic/Maps,"suggest me or go through alternative routes based on user preferences (scenic, fuel-efficient, etc.)?",Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,show me different map views of [satellite/traffic] and zoom functionalities?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,"Can you take me to a place called 'Bob's Burgers'?"" (ambiguous - restaurant or TV show reference?)",Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Find the nearest [gas station/ATM/restaurant/grocery store/hospital] near me?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What's the nearest public restroom with baby changing facilities?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What is the nearest public transportation stop with a bike rack?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,"Show me the fastest route on a bike path that doesn't exist."" (unsuitable route type)",Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,"What's the best route to the beach?"" (multiple beaches possible)",Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Save my favorite locations and routes for future reference?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Navigate to [address].,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Find [address] near me.,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Directions to [address].,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Show [location name] on map.,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Search for points of interest near [location name].,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Walking directions from [start] to [end].,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Navigate to Address,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Show me best location in hyderabad,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Is there traffic on my route ?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,What's the fastest way to get to [destination] ?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Show traffic camera feed for [intersection name] .,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Find alternate route to [destination].,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Alert me of any disruptions to my route.,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Show name on map,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Search for points of interest near location,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Walking directions from place,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Plan a trip with multiple stops,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Show a satellite view of location,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Find restaurants with outdoor seating near me,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Recommend a scenic route to location,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Search for parking near me,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Find the nearest train station,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Suggest routes suitable for wheelchairs or strollers?,Your request is been processed please wait,1,3
Bike,Cloud,Traffic/Maps,Navigate to [destination],You receive turn-by-turn directions to [destination].,1,3
Bike,Cloud,Traffic/Maps,Navigate to hyderbad/kolkata/banglore,You receive turn-by-turn directions to [destination].,1,3
Bike,Cloud,Weather,Check weather forecast,The weather forecast is [weather].,1,2
Bike,Cloud,Songs/media,Play music,Your favorite music starts playing.,1,0
Bike,Cloud,Traffic/Maps,Take a scenic route,The navigation suggests a scenic route.,1,3
Bike,Cloud,Traffic/Maps,Check for traffic updates,There are no traffic updates at the moment.,1,3
