Class,Subclass,SubclassCategory,Commands,Response,Label
Bike,Cloud,Songs/media,Find me some relaxing nature sounds.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a rock music marathon.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a motivational speech.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Show me popular songs from the '90s.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play the top charts.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a podcast on true crime.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a reggae playlist.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a live concert recording.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Can you play some indie folk music?,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a podcast on personal development.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a playlist for road trips.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a compilation of movie soundtracks.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find me a guided meditation session.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Launch a playlist for relaxation.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a live recording of a jazz concert.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a mix of electronic dance music.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Recommend some motivational speeches.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a podcast on astronomy.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a playlist for yoga sessions.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Launch an album of classical symphonies.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a collection of spoken word poetry.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a playlist for a rainy day.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a podcast on mindfulness.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play some instrumental covers of popular songs.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Launch a mix of world music.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a compilation of comedy sketches.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find me a podcast on historical mysteries.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a playlist for creative inspiration.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play ambient sounds for focus.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a podcast about true crime stories.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Launch a playlist for morning workouts.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play the top hits from the 90s.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a mix of instrumental jazz.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a podcast on urban legends.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a collection of acoustic covers.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Launch a playlist for studying.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a podcast on science fiction.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a playlist for a beach day.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Start a mix of classical piano music.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a collection of nature sounds.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Launch a playlist for cooking dinner.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Play a podcast on technology trends.,"Please wait, your request is been processed.",1
Bike,Cloud,Songs/media,Find a playlist for driving at night.,"Please wait, your request is been processed.",1
Bike,Cloud,Notifications,Are there any new notifications or messages on my phone or social media inbox?,Processing your request please wait,1
Bike,Cloud,Notifications,Can you check if I have any new emails?,Processing your request please wait,1
Bike,Cloud,Notifications,Did I receive any messages on Instagram?,Processing your request please wait,1
Bike,Cloud,Notifications,Any updates from my social media accounts?,Processing your request please wait,1
Bike,Cloud,Notifications,Can you sync with my phone for the latest notifications?,Processing your request please wait,1
Bike,Cloud,Notifications,Check if there are any important alerts on my device.,Processing your request please wait,1
Bike,Cloud,Notifications,Did I miss any calls or texts on my phone?,Processing your request please wait,1
Bike,Cloud,Notifications,Is there anything noteworthy in my email inbox?,Processing your request please wait,1
Bike,Cloud,Notifications,Any notifications from my favorite social media apps?,Processing your request please wait,1
Bike,Cloud,Notifications,Can you provide updates from my calendar events?,Processing your request please wait,1
Bike,Cloud,Notifications,Check for news or updates from my preferred sources.,Processing your request please wait,1
Bike,Cloud,Notifications,Can you alert me when the meeting starts?,Processing your request please wait,1
Bike,Cloud,Notifications,Set a reminder for tomorrow's deadline.,Processing your request please wait,1
Bike,Cloud,Notifications,Show notifications from yesterday.,Processing your request please wait,1
Bike,Cloud,Notifications,Update me on any new messages.,Processing your request please wait,1
Bike,Cloud,Notifications,Can you sound an alarm in 30 minutes?,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me about the weather changes.,Processing your request please wait,1
Bike,Cloud,Notifications,Send a notice when the package arrives.,Processing your request please wait,1
Bike,Cloud,Notifications,Announce the latest news headlines.,Processing your request please wait,1
Bike,Cloud,Notifications,Display updates on my calendar events.,Processing your request please wait,1
Bike,Cloud,Notifications,Ping me when the timer is up.,Processing your request please wait,1
Bike,Cloud,Notifications,Remind me to call John at 2 PM.,Processing your request please wait,1
Bike,Cloud,Notifications,Broadcast the team meeting schedule.,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me about upcoming appointments.,Processing your request please wait,1
Bike,Cloud,Notifications,Warn me if the battery is running low.,Processing your request please wait,1
Bike,Cloud,Notifications,Show memos from last week.,Processing your request please wait,1
Bike,Cloud,Notifications,Signal me when the laundry is done.,Processing your request please wait,1
Bike,Cloud,Notifications,Prompt me to take my medication.,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me of any system updates.,Processing your request please wait,1
Bike,Cloud,Notifications,Alert me if there's unusual activity on my account.,Processing your request please wait,1
Bike,Cloud,Notifications,Remind me to attend a Friend or official call at 2 PM or some specific time,Processing your request please wait,1
Bike,Cloud,Notifications,Remind me to attend meeting at 9 PM or some specific time,Processing your request please wait,1
Bike,Cloud,Notifications,Do I have anything pending in my notification center?,Processing your request please wait,1
Bike,Cloud,Notifications,Can you inform me about any missed calls?,Processing your request please wait,1
Bike,Cloud,Notifications,Show alerts for unread emails.,Processing your request please wait,1
Bike,Cloud,Notifications,Remind me about the upcoming event.,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me if there's breaking news./Are there any breaking news stories happening right now?,Processing your request please wait,1
Bike,Cloud,Notifications,Alert me when my favorite show is on.,Processing your request please wait,1
Bike,Cloud,Notifications,Send me a notification for birthdays/ Show me any birthday reminders from social media.,Processing your request please wait,1
Bike,Cloud,Notifications,Warn me about low storage space.,Processing your request please wait,1
Bike,Cloud,Notifications,Update me on my daily step count.,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me if someone mentions my name.,Processing your request please wait,1
Bike,Cloud,Notifications,Remind me to water the plants.,Processing your request please wait,1
Bike,Cloud,Notifications,Alert me about important deadlines.,Processing your request please wait,1
Bike,Cloud,Notifications,Send me notifications for flight delays.,Processing your request please wait,1
Bike,Cloud,Notifications,Warn me about approaching deadlines.,Processing your request please wait,1
Bike,Cloud,Notifications,Remind me to submit the report by Friday.,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me about new software updates.,Processing your request please wait,1
Bike,Cloud,Notifications,Alert me if there's suspicious activity.,Processing your request please wait,1
Bike,Cloud,Notifications,Update me on the latest sports scores.,Processing your request please wait,1
Bike,Cloud,Notifications,Remind me to take a break every hour.,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me about upcoming meetings.,Processing your request please wait,1
Bike,Cloud,Notifications,Alert me if the internet connection is lost.,Processing your request please wait,1
Bike,Cloud,Notifications,"Are there any missed calls, texts, or app alerts?",Processing your request please wait,1
Bike,Cloud,Notifications,Show me a summary of my recent notifications,Processing your request please wait,1
Bike,Cloud,Notifications,Is there anything new I should be aware of?,Processing your request please wait,1
Bike,Cloud,Notifications,Any updates in my banking app/Social Media or any other apps?,Processing your request please wait,1
Bike,Cloud,Notifications,Did I get tagged in any new posts on Facebook? Or any notifications fromFacebook,Processing your request please wait,1
Bike,Cloud,Notifications,Did any packages get delivered according to my shipping app?,Processing your request please wait,1
Bike,Cloud,Notifications,Did any packages get delivered according to my shipping app or Amazon or Flipkart or Delhivery ?,Processing your request please wait,1
Bike,Cloud,Notifications,Are there any upcoming rides on my ride-hailing app?,Processing your request please wait,1
Bike,Cloud,Notifications,Is there a new workout routine for me in my fitness app?,Processing your request please wait,1
Bike,Cloud,Notifications,Did anyone mention me on Twitter?,Processing your request please wait,1
Bike,Cloud,Notifications,Did I receive any friend requests on social media?,Processing your request please wait,1
Bike,Cloud,Notifications,Are there any stories waiting to be viewed on social media?,Processing your request please wait,1
Bike,Cloud,Notifications,Are there any upcoming events on my calendar?,Processing your request please wait,1
Bike,Cloud,Notifications,Do I have any reminders scheduled for today?,Processing your request please wait,1
Bike,Cloud,Notifications,Is there anything on my to-do list that needs attention?,Processing your request please wait,1
Bike,Cloud,Notifications,Did I miss any deadlines set in my productivity app?,Processing your request please wait,1
Bike,Cloud,Notifications,Are there any bills due soon according to my finance app?,Processing your request please wait,1
Bike,Cloud,Notifications,Did my favorite news source publish any new articles?,Processing your request please wait,1
Bike,Cloud,Notifications,Are there any low storage warnings on my device?,Processing your request please wait,1
Bike,Cloud,Notifications,Did I receive any security alerts about my accounts?,Processing your request please wait,1
Bike,Cloud,Notifications,Did any suspicious activity occur on my financial accounts?,Processing your request please wait,1
Bike,Cloud,Notifications,Check for any SMS on my phone?,Processing your request please wait,1
Bike,Cloud,Notifications,Check if any parcel delivered from Zomato / Swiggy / Zepto / BigBasket / [ ],Processing your request please wait,1
Bike,Cloud,Notifications,Inform me about any upcoming appointments.,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me when my package is delivered.,Processing your request please wait,1
Bike,Cloud,Notifications,Notify when food delivery arrived,Processing your request please wait,1
Bike,Cloud,Notifications,Remind me to take my medication.,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me when my favorite artist releases new music.,Processing your request please wait,1
Bike,Cloud,Notifications,Alert me about traffic delays on my commute route.,Processing your request please wait,1
Bike,Cloud,Notifications,Update me on the progress of my tasks.,Processing your request please wait,1
Bike,Cloud,Notifications,Remind me to pay my bills before the due date.,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me if there's a sale on items from my wishlist.,Processing your request please wait,1
Bike,Cloud,Notifications,Alert me about any suspicious login attempts.,Processing your request please wait,1
Bike,Cloud,Notifications,Remind me to charge my phone before leaving the house.,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me when my friend sends me a message.,Processing your request please wait,1
Bike,Cloud,Notifications,Alert me if my credit card usage exceeds the limit.,Processing your request please wait,1
Bike,Cloud,Notifications,Remind me to submit my expense report.,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me about any flight delays or cancellations.,Processing your request please wait,1
Bike,Cloud,Notifications,Alert me if there's unusual activity on my bank account.,Processing your request please wait,1
Bike,Cloud,Notifications,Remind me to review my goals for the week.,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me about any changes to my travel itinerary.,Processing your request please wait,1
Bike,Cloud,Notifications,Alert me when my favorite TV show airs a new episode.,Processing your request please wait,1
Bike,Cloud,Notifications,Remind me to update my passwords regularly.,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me when battery is low,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me about bank debit/ credit messages,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me about netflix/amazon prime subscriptions,Processing your request please wait,1
Bike,Cloud,Notifications,Notify me when battery is full,Processing your request please wait,1
Bike,Cloud,Weather,What is the current temperature?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is there any precipitation expected today?,Fetching the response  please wait,1
Bike,Cloud,Weather,What is the humidity level?,Fetching the response  please wait,1
Bike,Cloud,Weather,What is the wind speed?,Fetching the response  please wait,1
Bike,Cloud,Weather,What is the atmospheric pressure?,Fetching the response  please wait,1
Bike,Cloud,Weather,Can you provide the weather forecast?,Fetching the response  please wait,1
Bike,Cloud,Weather,How is the climate today?,Fetching the response  please wait,1
Bike,Cloud,Weather,Are there any weather patterns to be aware of?,Fetching the response  please wait,1
Bike,Cloud,Weather,How much rainfall is expected?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is there any snowfall expected?,Fetching the response  please wait,1
Bike,Cloud,Weather,What is the cloud cover?,Fetching the response  please wait,1
Bike,Cloud,Weather,How long will the sunshine last?,Fetching the response  please wait,1
Bike,Cloud,Weather,What is the UV index?,Fetching the response  please wait,1
Bike,Cloud,Weather,Are there any weather alerts?,Fetching the response  please wait,1
Bike,Cloud,Weather,What are the current weather conditions?,Fetching the response  please wait,1
Bike,Cloud,Weather,Can you update me on the weather?,Fetching the response  please wait,1
Bike,Cloud,Weather,Are there any thunderstorms expected?,Fetching the response  please wait,1
Bike,Cloud,Weather,What is the heat index?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is there any frost expected?,Fetching the response  please wait,1
Bike,Cloud,Weather,What is the air quality index?,Fetching the response  please wait,1
Bike,Cloud,Weather,Are there any tornado warnings?,Fetching the response  please wait,1
Bike,Cloud,Weather,What is the visibility like?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is there any hail expected?,Fetching the response  please wait,1
Bike,Cloud,Weather,How is the sunrise/sunset time?,Fetching the response  please wait,1
Bike,Cloud,Weather,What is the dew point?,Fetching the response  please wait,1
Bike,Cloud,Weather,Are there any weather advisories?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is there any chance of freezing rain?,Fetching the response  please wait,1
Bike,Cloud,Weather,What is the forecast for tomorrow?,Fetching the response  please wait,1
Bike,Cloud,Weather,How is the weather expected to change?,Fetching the response  please wait,1
Bike,Cloud,Weather,Check and tell if the weather is sunny?,Fetching the response  please wait,1
Bike,Cloud,Weather,Check and tell if the weather is windy?,Fetching the response  please wait,1
Bike,Cloud,Weather,Check and tell if the weather is rainy?,Fetching the response  please wait,1
Bike,Cloud,Weather,Check and tell if there is fog?,Fetching the response  please wait,1
Bike,Cloud,Weather,Check and tell if there is mist?,Fetching the response  please wait,1
Bike,Cloud,Weather,Check and tell if there are clouds?,Fetching the response  please wait,1
Bike,Cloud,Weather,Check and tell if the weather/air is dusty?,Fetching the response  please wait,1
Bike,Cloud,Weather,Check and tell if the weather is warm?,Fetching the response  please wait,1
Bike,Cloud,Weather,Check and tell if the weather is hot?,Fetching the response  please wait,1
Bike,Cloud,Weather,Check and tell if the weather is cool?,Fetching the response  please wait,1
Bike,Cloud,Weather,Check and tell if the weather is humid?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is it sunny outside?,Fetching the response  please wait,1
Bike,Cloud,Weather,How windy is it currently?,Fetching the response  please wait,1
Bike,Cloud,Weather,Will it rain later today?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is there any fog in the area?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is there mist in the forecast?,Fetching the response  please wait,1
Bike,Cloud,Weather,Are there any clouds in the sky?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is the air dusty today?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is it cool outside right now?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is the weather warm today?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is it hot outside?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is the weather cool today?,Fetching the response  please wait,1
Bike,Cloud,Weather,How humid is the weather?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is it dry outside?,Fetching the response  please wait,1
Bike,Cloud,Weather,Will there be a heatwave?,Fetching the response  please wait,1
Bike,Cloud,Weather,What is the chance of a thunderstorm?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is there any chance of a tornado?,Fetching the response  please wait,1
Bike,Cloud,Weather,Are there any cyclone warnings?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is there a chance of frost tonight?,Fetching the response  please wait,1
Bike,Cloud,Weather,Will there be any lightning?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is there any chance of flooding?,Fetching the response  please wait,1
Bike,Cloud,Weather,Will there be a hailstorm?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is it safe to go outside?,Fetching the response  please wait,1
Bike,Cloud,Weather,What is the weather like now/today/tomorrow/morning/afternoon/evening/night/night?,Fetching the response  please wait,1
Bike,Cloud,Weather,Will there be any precipitation tomorrow?,Fetching the response  please wait,1
Bike,Cloud,Weather,How is the weather affecting travel?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is it safe for outdoor activities?,Fetching the response  please wait,1
Bike,Cloud,Weather,Are there any weather-related road closures?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is there any danger of landslides?,Fetching the response  please wait,1
Bike,Cloud,Weather,Will there be any severe weather events?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is there a chance of a dust storm?,Fetching the response  please wait,1
Bike,Cloud,Weather,How is the weather in XYZ location/place?,Fetching the response  please wait,1
Bike,Cloud,Weather,Will it rain in morning/afternoon/evening/night/midngiht today?,Fetching the response  please wait,1
Bike,Cloud,Weather,What is the weather like at [location] right now?,Fetching the response  please wait,1
Bike,Cloud,Weather,What is the weather like at [destination] right now?,Fetching the response  please wait,1
Bike,Cloud,Weather,What is the weather like at [place] right now?,Fetching the response  please wait,1
Bike,Cloud,Weather,Is there any chance of rain now/today/tomorrow/morning/afternoon/evening/night/midnight ?,Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, what's the weather in [City] for the next hour?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, what's the weather like today?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, what's the weather forecast for tomorrow?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, will it rain today?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, what's the temperature outside right now?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, is it going to be sunny tomorrow?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, do I need an umbrella today?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, what's the weather in [City]?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, is it windy outside?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, what's the humidity level today?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, what's the weather like in [City] tomorrow?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, is there a chance of thunderstorms?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, what's the UV index today?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, what's the forecast for the weekend?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, is it foggy outside?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, will it snow tomorrow?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, what's the weather in [City] for the next 7 days?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, do I need to wear a jacket today?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, what's the weather like in [City] right now?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, what's the air quality index?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, is there a heatwave warning?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, what's the weather going to be like for my morning run?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, is it going to be hot today?",Fetching the response  please wait,1
Bike,Cloud,Weather,"TVS, will there be any precipitation?",Fetching the response  please wait,1
Bike,Cloud,News,Show headlines/news headlines,Here are the latest headlines.,1
Bike,Cloud,News,Any breaking news?,Yes we have breaking news. Let me fetch the latest updates for you.,1
Bike,Cloud,News,What are the latest sports updates?,Sure let me check the latest sports news for you.,1
Bike,Cloud,News,Give me the latest news,Here are the most recent news updates.,1
Bike,Cloud,News,What's happening right now?,Let me provide you with the current events.,1
Bike,Cloud,News,Show me what's trending,Sure I'll show you what's trending right now.,1
Bike,Cloud,News,Are there any live updates?,Yes there are live updates available. Let me fetch them for you.,1
Bike,Cloud,News,Any news alerts available?,Yes I can provide news alerts. What are you interested in?,1
Bike,Cloud,News,Can I get coverage of ongoing events?,Of course I'll fetch coverage of ongoing events for you.,1
Bike,Cloud,News,Update me on the scores,Sure I'll update you on the latest scores.,1
Bike,Cloud,News,What are the results of the matches?,Let me find the results of the matches for you.,1
Bike,Cloud,News,Show me the highlights,Here are the highlights of the latest events.,1
Bike,Cloud,News,Find news articles for me,Sure I'll find news articles for you.,1
Bike,Cloud,News,What are the top stories?,Here are the top stories of the day.,1
Bike,Cloud,News,Show press releases,Sure I'll show you press releases.,1
Bike,Cloud,News,Any celebrity news today?,Yes let me fetch the latest celebrity news for you.,1
Bike,Cloud,News,Provide political updates,Sure I'll provide you with political updates.,1
Bike,Cloud,News,Show entertainment news,Here are the latest entertainment news updates.,1
Bike,Cloud,News,Access the news feed,You can access the news feed through the provided link.,1
Bike,Cloud,News,Provide the latest news updates,Here are the latest news updates.,1
Bike,Cloud,News,Are there any updates on current affairs?,Yes there are updates on current affairs. Let me fetch them for you.,1
Bike,Cloud,News,Show me the latest articles,Here are the latest articles.,1
Bike,Cloud,News,Can you summarize the news for me?,Sure I'll summarize the news for you.,1
Bike,Cloud,News,Any updates on the stock market?,Yes let me fetch the latest updates on the stock market.,1
Bike,Cloud,News,Show news from reliable sources,Here are news articles from reliable sources.,1
Bike,Cloud,News,What's the buzz on social media?,Let me check what's buzzing on social media for you.,1
Bike,Cloud,News,Give me the headlines in tech,Sure I'll provide you with tech headlines.,1
Bike,Cloud,News,Any updates on world events?,Yes there are updates on world events. Let me fetch them for you.,1
Bike,Cloud,News,Show me news related to health and wellness,Here are the latest news related to health and wellness.,1
Bike,Cloud,News,Any updates on the economy?,Yes let me fetch the latest updates on the economy for you.,1
Bike,Cloud,News,Can you provide sports highlights?,Sure I'll provide you with sports highlights.,1
Bike,Cloud,News,Show news related to science and technology,Here are the latest news related to science and technology.,1
Bike,Cloud,News,Any developments in the entertainment industry?,Yes there are developments in the entertainment industry. Let me fetch them for you.,1
Bike,Cloud,News,Can you filter news by category?,Yes I can filter news by category. Which category are you interested in?,1
Bike,Cloud,News,Any news related to education?,Yes let me fetch the latest news related to education for you.,1
Bike,Cloud,News,Provide news updates in [my preferred] language,Sure I'll provide news updates in your preferred language.,1
Bike,Cloud,News,Show me news videos,Here are some news videos.,1
Bike,Cloud,News,Any updates on climate and environment?,Yes let me fetch the latest updates on climate and environment for you.,1
Bike,Cloud,News,Can you give me insights into international news?,Sure I'll provide you with insights into international news.,1
Bike,Cloud,News,Show me local news updates,Here are the latest local news updates.,1
Bike,Cloud,News,Tell me the score for XYZ,The score  is updated please wait.,1
Bike,Cloud,News,Tell me the result of XYZ vs ABC,The result  is updated please wait.,1
Bike,Cloud,News,Tell me yesterday's match's score,Yesterday's match's score is update please wait.,1
Bike,Cloud,News,What's the latest scoop on celebrity gossip?,Let me fetch the latest celebrity gossip for you.,1
Bike,Cloud,News,Are there any updates on upcoming events in my area?,Yes there are updates on upcoming events in your area. Let me fetch them for you.,1
Bike,Cloud,News,Can you give me details about recent political developments?,Sure I'll provide you with details about recent political developments.,1
Bike,Cloud,News,Show me trending news topics,Here are the trending news topics.,1
Bike,Cloud,News,Can you provide news related to business and finance?,Yes I can provide news related to business and finance. Let me fetch them for you.,1
Bike,Cloud,News,What's the latest in the field of science and research?,Let me fetch the latest updates in the field of science and research for you.,1
Bike,Cloud,News,Show me updates on cultural events and festivals,Here are the updates on cultural events and festivals.,1
Bike,Cloud,News,Any breaking news alerts?,Yes there are breaking news alerts. Let me fetch them for you.,1
Bike,Cloud,News,Can you provide updates on international relations?,Sure I'll provide you with updates on international relations.,1
Bike,Cloud,News,What are the top stories of the day?,Here are the top stories of the day.,1
Bike,Cloud,News,Show me news articles from reputable sources,Here are news articles from reputable sources.,1
Bike,Cloud,News,Any updates on new technological advancements?,Yes let me fetch the latest updates on new technological advancements for you.,1
Bike,Cloud,News,Can you give me updates on education policies and reforms?,Sure I'll provide you with updates on education policies and reforms.,1
Bike,Cloud,News,What's the latest in the world of fashion and lifestyle?,Let me fetch the latest updates in the world of fashion and lifestyle for you.,1
Bike,Cloud,News,Show me updates on travel advisories and restrictions,Here are the updates on travel advisories and restrictions.,1
Bike,Cloud,News,Are there any updates on social issues and activism?,Yes there are updates on social issues and activism. Let me fetch them for you.,1
Bike,Cloud,News,What's the current state of the job market?,Let me fetch the current state of the job market for you.,1
Bike,Cloud,News,Can you provide updates on space exploration and discoveries?,Sure I'll provide you with updates on space exploration and discoveries.,1
Bike,Cloud,News,Show me updates on environmental conservation efforts,Here are the updates on environmental conservation efforts.,1
Bike,Cloud,News,Show me the top news stories today.,Here are the top news stories for today.,1
Bike,Cloud,News,Give me a summary of the latest international news.,Here is a summary of the latest international news.,1
Bike,Cloud,News,What are the trending news topics right now?,Here are the trending news topics at the moment.,1
Bike,Cloud,News,Find news articles about [specific topic].,Here are news articles about [specific topic].,1
Bike,Cloud,News,Search for news from [specific source].,Here are news articles from [specific source].,1
Bike,Cloud,News,Show me local news headlines.,Here are the local news headlines.,1
Bike,Cloud,News,Find news articles about [topic] in [city/country].,Here are news articles about [topic] in [city/country].,1
Bike,Cloud,News,What are the current events happening in [region]?,Here are the current events happening in [region].,1
Bike,Cloud,News,Are there any breaking news stories in my area?,Yes there are breaking news stories in your area. Let me fetch them for you.,1
Bike,Cloud,News,Get weather updates and news for my zip code.,Here are the weather updates and news for your zip code.,1
Bike,Cloud,News,Keep me updated on news related to [business/science/technology].,Sure I'll keep you updated on news related to [business/science/technology].,1
Bike,Cloud,News,Show me articles about the recent [political event].,Here are articles about the recent [political event].,1
Bike,Cloud,News,Find news related to the upcoming [sports event].,Here is news related to the upcoming [sports event].,1
Bike,Cloud,News,Give me updates on the [entertainment award show] nominations.,Here are updates on the [entertainment award show] nominations.,1
Bike,Cloud,News,Search for news articles about the health benefits of [food/exercise].,Here are news articles about the health benefits of [food/exercise].,1
Bike,Cloud,News,"Based on my interests, show me relevant news stories.",Sure I'll show you relevant news stories based on your interests.,1
Bike,Cloud,News,Find news articles written by [journalist/author].,Here are news articles written by [journalist/author].,1
Bike,Cloud,News,Can you summarize the news for me in 5 bullet points?,"Certainly, here is a summary of the news in 5 bullet points.",1
Bike,Cloud,News,Show me different perspectives on the news story about [topic].,Here are different perspectives on the news story about [topic].,1
Bike,Cloud,News,Fact-check this news article for me.,Let me fact-check this news article for you.,1
Bike,Cloud,News,What are the key takeaways from this news story?,Here are the key takeaways from this news story.,1
Bike,Cloud,News,Analyze the potential impact of this news event.,Let's analyze the potential impact of this news event.,1
Bike,Cloud,News,Is there any bias in this news article?,Let me analyze this news article for bias.,1
Bike,Cloud,News,Compare and contrast news coverage of the same event from different sources.,Here is a comparison of news coverage of the same event from different sources.,1
Bike,Cloud,News,Identify the main arguments for and against this proposed policy (based on news).,Here are the main arguments for and against this proposed policy based on news.,1
Bike,Cloud,News,Show me historical news articles about [event].,Here are historical news articles about [event].,1
Bike,Cloud,News,Find archived news footage about [historical figure].,Here is archived news footage about [historical figure].,1
Bike,Cloud,News,Research the background information on this news story.,Let's research the background information on this news story.,1
Bike,Cloud,News,Explore different viewpoints on a controversial news topic.,Let's explore different viewpoints on a controversial news topic.,1
